ssid;bssid;channel;RSSI;security;hidden;time
b'AAU';b'l1\x0e\xf3U\xe6';6;-39;0;3;1609459276
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-73;5;2;1609459276
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-72;5;2;1609459276
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-74;5;2;1609459276
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-73;0;2;1609459276
b'';b'l1\x0e\xf3U\xe5';6;-42;0;1;1609459276
b'';b'l1\x0e\xf3U\xe7';6;-38;5;1;1609459276
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-79;7;3;1609459276
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-76;3;3;1609459276
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-72;5;2;1609459279
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-72;5;2;1609459279
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-71;5;2;1609459279
b'eduroam';b'l1\x0e\xba\n\xa4';1;-73;5;2;1609459279
b'AAU';b'l1\x0e\xba\n\xa6';1;-75;0;2;1609459279
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-79;7;1;1609459279
b'yeahnet';b'\x00\x90L_\x00*';5;-78;0;1;1609459279
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-41;5;2;1609459279
b'Bear';b'\xc2+\xf9\xcay\x07';6;-58;5;2;1609459279
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-41;5;2;1609459279
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-42;5;2;1609459279
b'eduroam';b'l1\x0e\xf3U\xe4';6;-41;5;2;1609459279
b'AAU';b'l1\x0e\xf3U\xe6';6;-42;0;2;1609459279
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-75;5;2;1609459279
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-78;5;1;1609459279
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-75;5;1;1609459279
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-75;5;3;1609459279
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-78;0;1;1609459279
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-76;7;2;1609459279
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-73;5;3;1609459281
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-72;5;3;1609459281
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-73;5;3;1609459281
b'eduroam';b'l1\x0e\xba\n\xa4';1;-74;5;3;1609459281
b'AAU';b'l1\x0e\xba\n\xa6';1;-74;0;3;1609459281
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-77;7;1;1609459281
b'';b'l1\x0e\xba\n\xa5';1;-73;0;1;1609459281
b'yeahnet';b'\x00\x90L_\x00*';5;-76;0;2;1609459281
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-74;5;2;1609459281
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-48;5;3;1609459281
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-49;5;2;1609459281
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-76;5;1;1609459281
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-48;5;2;1609459281
b'eduroam';b'l1\x0e\xf3U\xe4';6;-48;5;2;1609459281
b'AAU';b'l1\x0e\xf3U\xe6';6;-47;0;2;1609459281
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-74;5;1;1609459281
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-76;5;2;1609459281
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-77;0;1;1609459281
b'';b'<Q\x0e\x13\xfd\x85';6;-77;0;1;1609459281
b'';b'<Q\x0e\x13\xfd\x87';6;-77;5;1;1609459281
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-83;7;3;1609459281
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-82;3;2;1609459281
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-78;5;1;1609459284
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-75;5;2;1609459284
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-78;5;2;1609459284
b'eduroam';b'l1\x0e\xba\n\xa4';1;-77;5;2;1609459284
b'AAU';b'l1\x0e\xba\n\xa6';1;-76;0;2;1609459284
b'';b'l1\x0e\xba\n\xa5';1;-77;0;1;1609459284
b'';b'l1\x0e\xba\n\xa7';1;-76;5;1;1609459284
b'yeahnet';b'\x00\x90L_\x00*';5;-83;0;2;1609459284
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-51;5;3;1609459284
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-52;5;3;1609459284
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-53;5;3;1609459284
b'eduroam';b'l1\x0e\xf3U\xe4';6;-51;5;3;1609459284
b'AAU';b'l1\x0e\xf3U\xe6';6;-53;0;3;1609459284
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-78;5;2;1609459284
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-74;5;2;1609459284
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-77;5;2;1609459284
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-75;0;2;1609459284
b'Bear';b'\xc2+\xf9\xcay\x07';6;-65;5;1;1609459284
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-77;5;1;1609459284
b'';b'l1\x0e\xf3U\xe5';6;-54;0;1;1609459284
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-87;5;2;1609459284
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-85;3;2;1609459284
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-77;5;1;1609459287
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-76;5;1;1609459287
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-78;5;1;1609459287
b'eduroam';b'l1\x0e\xba\n\xa4';1;-75;5;3;1609459287
b'AAU';b'l1\x0e\xba\n\xa6';1;-73;0;3;1609459287
b'yeahnet';b'\x00\x90L_\x00*';5;-75;0;3;1609459287
b'eduroam';b'l1\x0e\xf3U\xe4';6;-56;5;3;1609459287
b'AAU';b'l1\x0e\xf3U\xe6';6;-56;0;3;1609459287
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-54;5;3;1609459287
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-56;5;3;1609459287
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-55;5;3;1609459287
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-84;5;1;1609459287
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-83;5;1;1609459287
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-83;0;1;1609459287
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-85;7;1;1609459287
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-85;3;1;1609459287
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-75;5;3;1609459289
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-73;5;3;1609459289
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-73;5;3;1609459289
b'eduroam';b'l1\x0e\xba\n\xa4';1;-73;5;3;1609459289
b'AAU';b'l1\x0e\xba\n\xa6';1;-72;0;2;1609459289
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-55;5;2;1609459289
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-54;5;2;1609459289
b'Bear';b'\xc2+\xf9\xcay\x07';6;-69;5;1;1609459289
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-55;5;2;1609459289
b'eduroam';b'l1\x0e\xf3U\xe4';6;-55;5;2;1609459289
b'AAU';b'l1\x0e\xf3U\xe6';6;-56;0;2;1609459289
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-79;5;1;1609459289
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-82;0;1;1609459289
b'';b'<Q\x0e\x13\xfd\x87';6;-78;5;1;1609459289
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-78;7;1;1609459289
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-70;5;2;1609459292
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-69;5;2;1609459292
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-70;5;2;1609459292
b'eduroam';b'l1\x0e\xba\n\xa4';1;-73;5;2;1609459292
b'AAU';b'l1\x0e\xba\n\xa6';1;-69;0;2;1609459292
b'yeahnet';b'\x00\x90L_\x00*';5;-76;0;6;1609459292
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-55;5;2;1609459292
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-57;5;2;1609459292
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-57;5;2;1609459292
b'eduroam';b'l1\x0e\xf3U\xe4';6;-57;5;2;1609459292
b'AAU';b'l1\x0e\xf3U\xe6';6;-57;0;2;1609459292
b'Bear';b'\xc2+\xf9\xcay\x07';6;-67;5;3;1609459292
b'';b'l1\x0e\xf3U\xe7';6;-58;5;1;1609459292
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-81;5;1;1609459292
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-80;0;1;1609459292
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-77;5;1;1609459292
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-83;7;1;1609459292
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-86;5;3;1609459292
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-81;3;1;1609459292
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-72;5;2;1609459295
b'eduroam';b'l1\x0e\xba\n\xa4';1;-73;5;3;1609459295
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-73;5;2;1609459295
b'AAU';b'l1\x0e\xba\n\xa6';1;-72;0;3;1609459295
b'';b'l1\x0e\xba\n\xa7';1;-72;5;1;1609459295
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-74;5;1;1609459295
b'yeahnet';b'\x00\x90L_\x00*';5;-73;0;8;1609459295
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-56;5;3;1609459295
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-78;5;1;1609459295
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-57;5;3;1609459295
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-56;5;3;1609459295
b'eduroam';b'l1\x0e\xf3U\xe4';6;-56;5;3;1609459295
b'AAU';b'l1\x0e\xf3U\xe6';6;-57;0;2;1609459295
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-80;5;1;1609459295
b'Bear';b'\xc2+\xf9\xcay\x07';6;-70;5;1;1609459295
b'';b'l1\x0e\xf3U\xe5';6;-60;0;1;1609459295
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-74;5;3;1609459297
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-73;5;2;1609459297
b'eduroam';b'l1\x0e\xba\n\xa4';1;-73;5;3;1609459297
b'AAU';b'l1\x0e\xba\n\xa6';1;-72;0;2;1609459297
b'AAU';b'<Q\x0e.\x05\xe6';1;-86;0;1;1609459297
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-71;5;2;1609459297
b'eduroam';b'<Q\x0e.\x05\xe4';1;-86;5;1;1609459297
b'';b'l1\x0e\xba\n\xa5';1;-73;0;1;1609459297
b'yeahnet';b'\x00\x90L_\x00*';5;-76;0;4;1609459297
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-60;5;2;1609459297
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-58;5;2;1609459297
b'Bear';b'\xc2+\xf9\xcay\x07';6;-74;5;1;1609459297
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-59;5;2;1609459297
b'eduroam';b'l1\x0e\xf3U\xe4';6;-60;5;2;1609459297
b'AAU';b'l1\x0e\xf3U\xe6';6;-59;0;2;1609459297
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-79;5;1;1609459297
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-79;5;1;1609459297
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-78;0;2;1609459297
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-73;5;4;1609459300
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-72;5;2;1609459300
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-73;5;2;1609459300
b'eduroam';b'l1\x0e\xba\n\xa4';1;-73;5;2;1609459300
b'AAU';b'l1\x0e\xba\n\xa6';1;-74;0;2;1609459300
b'yeahnet';b'\x00\x90L_\x00*';5;-76;0;8;1609459300
b'Bear';b'\xc2+\xf9\xcay\x07';6;-63;5;2;1609459300
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-80;5;2;1609459300
b'eduroam';b'l1\x0e\xf3U\xe4';6;-60;5;1;1609459300
b'AAU';b'l1\x0e\xf3U\xe6';6;-59;0;1;1609459300
b'';b'l1\x0e\xba\n\xa7';1;-74;5;1;1609459303
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-70;5;2;1609459303
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-71;5;2;1609459303
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-72;5;2;1609459303
b'eduroam';b'l1\x0e\xba\n\xa4';1;-72;5;2;1609459303
b'AAU';b'l1\x0e\xba\n\xa6';1;-71;0;2;1609459303
b'yeahnet';b'\x00\x90L_\x00*';5;-69;0;7;1609459303
b'Bear';b'\xc2+\xf9\xcay\x07';6;-62;5;3;1609459303
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-57;5;2;1609459303
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-57;5;2;1609459303
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-56;5;3;1609459303
b'eduroam';b'l1\x0e\xf3U\xe4';6;-56;5;3;1609459303
b'AAU';b'l1\x0e\xf3U\xe6';6;-56;0;3;1609459303
b'';b'l1\x0e\xf3U\xe5';6;-57;0;1;1609459303
b'';b'l1\x0e\xf3U\xe7';6;-58;5;1;1609459303
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-84;3;1;1609459303
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-71;5;1;1609459305
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-68;5;2;1609459305
b'eduroam';b'l1\x0e\xba\n\xa4';1;-68;5;3;1609459305
b'AAU';b'l1\x0e\xba\n\xa6';1;-70;0;2;1609459305
b'';b'l1\x0e\xba\n\xa5';1;-72;0;1;1609459305
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-68;5;1;1609459305
b'';b'l1\x0e\xba\n\xa7';1;-69;5;1;1609459305
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-79;5;1;1609459305
b'yeahnet';b'\x00\x90L_\x00*';5;-67;0;9;1609459305
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-64;5;2;1609459305
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-66;5;3;1609459305
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-63;5;3;1609459305
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-78;0;2;1609459305
b'eduroam';b'l1\x0e\xf3U\xe4';6;-66;5;2;1609459305
b'AAU';b'l1\x0e\xf3U\xe6';6;-65;0;2;1609459305
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-78;5;1;1609459305
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-84;7;1;1609459305
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-83;3;1;1609459305
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-74;5;2;1609459308
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-75;5;2;1609459308
b'eduroam';b'l1\x0e\xba\n\xa4';1;-73;5;3;1609459308
b'AAU';b'l1\x0e\xba\n\xa6';1;-73;0;2;1609459308
b'yeahnet';b'\x00\x90L_\x00*';5;-67;0;8;1609459308
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-66;5;2;1609459308
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-66;5;2;1609459308
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-65;5;2;1609459308
b'eduroam';b'l1\x0e\xf3U\xe4';6;-66;5;2;1609459308
b'AAU';b'l1\x0e\xf3U\xe6';6;-66;0;2;1609459308
b'Bear';b'\xc2+\xf9\xcay\x07';6;-78;5;1;1609459308
b'';b'<Q\x0e.\x00\x07';1;-77;5;1;1609459311
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-73;5;1;1609459311
b'eduroam';b'<Q\x0e.\x00\x04';1;-76;5;2;1609459311
b'AAU-1-DAY';b'<Q\x0e.\x00\x01';1;-74;5;1;1609459311
b'AAU';b'<Q\x0e.\x00\x06';1;-75;0;1;1609459311
b'yeahnet';b'\x00\x90L_\x00*';5;-71;0;7;1609459311
b'AAU';b'l1\x0e\xf3U\xe6';6;-77;0;1;1609459311
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-75;5;1;1609459311
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-75;5;1;1609459311
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-77;5;1;1609459311
b'hpsetup';b'\xd6\xfa\xadRl\x95';6;-86;0;2;1609459311
b'Bamses_Hytte';b'd \x9f\x1bV(';13;-83;5;1;1609459311
b'eduroam';b'<Q\x0e.\x05\xe4';1;-72;5;1;1609459313
b'AAU-1-DAY';b'<Q\x0e.\x00\x01';1;-81;5;1;1609459313
b'yeahnet';b'\x00\x90L_\x00*';5;-67;0;8;1609459313
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-73;5;3;1609459313
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-72;5;2;1609459313
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-73;5;2;1609459313
b'eduroam';b'l1\x0e\xf3U\xe4';6;-74;5;3;1609459313
b'hpsetup';b'\xd6\xfa\xadRl\x95';6;-85;0;3;1609459313
b'Bear';b'\xc2+\xf9\xcay\x07';6;-79;5;2;1609459313
b'AAU';b'l1\x0e\xf3U\xe6';6;-72;0;1;1609459313
b'';b'l1\x0e\xf3U\xe7';6;-73;5;1;1609459313
b'AAU-1x';b'l1\x0e\xba\x00\xe0';11;-81;5;1;1609459313
b'eduroam';b'l1\x0e\xba\x00\xe4';11;-83;5;2;1609459313
b'Bamses_Hytte';b'd \x9f\x1bV(';13;-83;5;3;1609459313
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-67;5;2;1609459316
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-68;5;3;1609459316
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-66;5;3;1609459316
b'eduroam';b'<Q\x0e.\x05\xe4';1;-66;5;2;1609459316
b'AAU';b'<Q\x0e.\x05\xe6';1;-66;0;2;1609459316
b'eduroam';b'l1\x0e\xe1\x0fd';1;-87;5;1;1609459316
b'yeahnet';b'\x00\x90L_\x00*';5;-72;0;7;1609459316
b'AAU';b'l1\x0e\xf3U\xe6';6;-78;0;1;1609459316
b'hpsetup';b'\xd6\xfa\xadRl\x95';6;-88;0;2;1609459316
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-79;5;1;1609459316
b'eduroam';b'l1\x0e\xf3U\xe4';6;-79;5;1;1609459316
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-80;5;1;1609459316
b'WirelessGuest_2G';b'\x02\x112\x81\xd1a';7;-88;5;1;1609459316
b'AAU-1x';b'l1\x0e\xba\x00\xe0';11;-79;5;1;1609459316
b'AAU-1-DAY';b'l1\x0e\xba\x00\xe1';11;-76;5;2;1609459316
b'AAU-CONF-1';b'l1\x0e\xba\x00\xe2';11;-76;5;2;1609459316
b'AAU';b'l1\x0e\xba\x00\xe6';11;-79;0;1;1609459316
b'eduroam';b'l1\x0e\xba\x00\xe4';11;-78;5;1;1609459316
b'Bamses_Hytte';b'd \x9f\x1bV(';13;-85;5;1;1609459316
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-67;5;3;1609459319
b'eduroam';b'<Q\x0e.\x05\xe4';1;-66;5;2;1609459319
b'eduroam';b'l1\x0e\xba\n\xa4';1;-76;5;1;1609459319
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-67;5;2;1609459319
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-68;5;2;1609459319
b'AAU';b'<Q\x0e.\x05\xe6';1;-67;0;1;1609459319
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-79;5;1;1609459319
b'yeahnet';b'\x00\x90L_\x00*';5;-68;0;7;1609459319
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-77;5;1;1609459319
b'eduroam';b'l1\x0e\xf3U\xe4';6;-76;5;1;1609459319
b'AAU-1x';b'l1\x0e\xba\x00\xe0';11;-81;5;2;1609459319
b'AAU-1-DAY';b'l1\x0e\xba\x00\xe1';11;-80;5;2;1609459319
b'AAU-CONF-1';b'l1\x0e\xba\x00\xe2';11;-80;5;2;1609459319
b'AAU';b'l1\x0e\xba\x00\xe6';11;-80;0;1;1609459319
b'Bamses_Hytte';b'd \x9f\x1bV(';13;-81;5;1;1609459319
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-64;5;2;1609459321
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-63;5;2;1609459321
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-64;5;2;1609459321
b'eduroam';b'<Q\x0e.\x05\xe4';1;-66;5;2;1609459321
b'AAU';b'<Q\x0e.\x05\xe6';1;-64;0;2;1609459321
b'yeahnet';b'\x00\x90L_\x00*';5;-57;0;11;1609459321
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-75;5;2;1609459321
b'eduroam';b'l1\x0e\xf3U\xe4';6;-77;5;2;1609459321
b'AAU';b'l1\x0e\xf3U\xe6';6;-75;0;2;1609459321
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-72;5;2;1609459321
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-75;5;2;1609459321
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-78;5;1;1609459321
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-73;5;2;1609459321
b'eduroam';b'l1\x0e\xf3S\x84';6;-72;5;2;1609459321
b'AAU';b'l1\x0e\xf3S\x86';6;-75;0;1;1609459321
b'';b'<Q\x0e.\x05\xe5';1;-65;0;1;1609459324
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-62;5;2;1609459324
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-61;5;2;1609459324
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-62;5;2;1609459324
b'eduroam';b'<Q\x0e\tQ$';1;-80;5;2;1609459324
b'AAU';b'<Q\x0e.\x05\xe6';1;-61;0;3;1609459324
b'eduroam';b'<Q\x0e.\x05\xe4';1;-63;5;2;1609459324
b'';b'<Q\x0e.\x05\xe7';1;-60;5;1;1609459324
b'AAU';b'<Q\x0e\tQ&';1;-79;0;1;1609459324
b'yeahnet';b'\x00\x90L_\x00*';5;-55;0;10;1609459324
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-79;5;1;1609459324
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-81;5;1;1609459324
b'eduroam';b'l1\x0e\xf3U\xe4';6;-80;5;1;1609459324
b'AAU';b'l1\x0e\xf3U\xe6';6;-78;0;2;1609459324
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-76;5;1;1609459324
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-62;5;2;1609459326
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-63;5;2;1609459326
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-61;5;3;1609459326
b'eduroam';b'<Q\x0e.\x05\xe4';1;-61;5;3;1609459326
b'AAU';b'<Q\x0e.\x05\xe6';1;-63;0;3;1609459326
b'AAU-1x';b'<Q\x0e\tQ ';1;-76;5;1;1609459326
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-74;5;1;1609459326
b'eduroam';b'<Q\x0e\tQ$';1;-77;5;2;1609459326
b'';b'<Q\x0e.\x05\xe5';1;-63;0;1;1609459326
b'';b'<Q\x0e.\x05\xe7';1;-65;5;1;1609459326
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-77;0;1;1609459326
b'yeahnet';b'\x00\x90L_\x00*';5;-58;0;7;1609459326
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-76;5;1;1609459326
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-74;5;1;1609459326
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-76;5;1;1609459326
b'eduroam';b'l1\x0e\xf3S\x84';6;-73;5;1;1609459326
b'AAU';b'l1\x0e\xf3S\x86';6;-73;0;1;1609459326
b'Bear';b'\xc2+\xf9\xcay\x07';6;-87;5;1;1609459326
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-56;5;3;1609459329
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-56;5;3;1609459329
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-59;5;3;1609459329
b'eduroam';b'<Q\x0e.\x05\xe4';1;-56;5;2;1609459329
b'AAU';b'<Q\x0e.\x05\xe6';1;-58;0;2;1609459329
b'AAU-1x';b'<Q\x0e\tQ ';1;-75;5;1;1609459329
b'eduroam';b'<Q\x0e\tQ$';1;-77;5;1;1609459329
b'AAU';b'<Q\x0e\tQ&';1;-79;0;1;1609459329
b'yeahnet';b'\x00\x90L_\x00*';5;-53;0;8;1609459329
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-77;0;1;1609459329
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-73;5;3;1609459329
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-73;5;3;1609459329
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-73;5;2;1609459329
b'eduroam';b'l1\x0e\xf3S\x84';6;-72;5;3;1609459329
b'AAU';b'l1\x0e\xf3S\x86';6;-72;0;2;1609459329
b'';b'l1\x0e\xf3S\x85';6;-73;0;1;1609459329
b'';b'l1\x0e\xf3S\x87';6;-72;5;1;1609459329
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-86;7;2;1609459332
b'eduroam';b'<Q\x0e.\x05\xe4';1;-54;5;3;1609459332
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-52;5;2;1609459332
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-55;5;2;1609459332
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-54;5;2;1609459332
b'AAU';b'<Q\x0e.\x05\xe6';1;-52;0;3;1609459332
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-85;5;1;1609459332
b'eduroam';b'<Q\x0e\tQ$';1;-87;5;1;1609459332
b'';b'<Q\x0e.\x05\xe7';1;-56;5;1;1609459332
b'yeahnet';b'\x00\x90L_\x00*';5;-49;0;7;1609459332
